CC,sgpa
1RN,8
1RN,9.25
1RN,5.58
1RN,2.92
1RN,7.17
1RN,8.08
1RN,3.42
1RN,5.58
1RN,6.5
1RN,8.08
1RN,8.83
1RN,9.17
1RN,0.92
1RN,8.83
1RN,4.25
1RN,9.33
1RN,8.42
1RN,8.5
1RN,7.58
1RN,8.67
1RN,8.75
1RN,8
1RN,8.83
1RN,8.75
1RN,8.92
1RN,7.92
1RN,8.67
1RN,9
1RN,9.25
1RN,9.58
1RN,7.75
1RN,7.92
1RN,6.25
1RN,9.08
1RN,8.5
1RN,8.58
1RN,8.25
1RN,8.75
1RN,9
1RN,6
1RN,6.08
1RN,7.5
1RN,9.58
1RN,9.33
1RN,9.08
1RN,8.58
1RN,7.67
1RN,9.17
1RN,9
1RN,3.33
1RN,8.42
1RN,6.58
1RN,9.17
1RN,6.67
1RN,9.25
1RN,7.58
1RN,8.17
1RN,8.75
1RN,8.92
1RN,8.25
1RN,8
1RN,9.08
1RN,8.92
1RN,9.33
1RN,8.83
1RN,8.75
1RN,6.17
1RN,5.17
1RN,7.08
1RN,9.67
1RN,8.17
1RN,4.83
1RN,8.92
1RN,1.25
1RN,9.25
1RN,6.42
1RN,7.58
1RN,8.08
1RN,8.67
1RN,8.42
1RN,4.92
1RN,8
1RN,6.5
1RN,8.08
1RN,8.25
1RN,1.17
1RN,9
1RN,7.75
1RN,2.92
1RN,8.5
1RN,8.83
1RR,3.42
1RR,8.25
1RR,6.17
1RR,5.17
1RR,7.08
1RR,8.5
1RR,0.42
1RR,8.5
1RR,3.67
1RR,5.08
1RR,7.75
1RR,4.75
1RR,7.17
1RR,7.58
1RR,3.5
1RR,8.17
1RR,6.75
1RR,7.42
1RR,8.5
1RR,8
1RR,7.25
1RR,5.25
1RR,7.75
1RR,8.17
1RR,2.92
1RR,6.25
1RR,4.92
1RR,2.42
1RR,3.42
1RR,6.83
1RR,5.42
1RR,8.5
1RR,7
1RR,4.83
1RR,7.58
1RR,3.75
1RR,6.83
1RR,5.08
1RR,7.08
1RR,6.92
1RR,1.58
1RR,1.17
1RR,7.58
1RR,6.08
1RR,3.17
1RR,3.33
1RR,3.75
1RR,7.92
1RR,6.67
1RR,2
1RR,4
1RR,7.83
1RR,6.17
1RR,3.17
1RR,7.08
1RR,3.92
1RR,3.17
1RR,7.42
1RR,3.83
1RR,4.83
1RR,5
1RR,6.25
1RR,9.33
1RR,3.42
1RR,7.25
1RR,2.75
1RR,6.5
1RR,3.33
1RR,1.08
1RR,2.42
1RR,3.42
1RR,2
1RR,0
1RR,5.08
1RR,5.25
1RR,5.92
1RR,8.33
1RR,6.92
1RR,7.58
1RR,7.75
1RR,8
1RR,3.33
1RR,3
1RR,3
1RR,7.5
1RR,4.5
1RR,2.08
1RR,6.67
1RR,2.58
1RR,7.08
1RR,5.83
1RR,7.42
1RR,6.58
1RR,1.83
1RR,1.92
1RR,5.92
1RR,3.67
1RR,7.08
1RR,8.58
1RR,5.83
1RR,4.75
1RR,5.83
1RR,6.92
1RR,0.67
1RR,0
1RR,7.42
1RR,5.08
1RR,5.42
1RR,4.08
1RR,2.92
1RR,7.75
1RR,4.67
1RR,3.25
1RR,6.83
1RR,8.08
1RR,8.83
1RR,6
1RR,8
1RR,8.42
1RR,4.17
1RR,5.83
1RR,6.33
1RR,8
1RR,8.17
1RR,2
1RR,4
1RR,5.58
1RR,8.08
1RR,6.67
1RR,7.92
1RR,5.75
1RR,5.58
1RR,1.75
1RR,7.17
1RR,5.92
1RR,3.67
1RR,2.83
1RR,7.17
1RR,3.92
1RR,7.75
1RR,7.33
1RR,8.33
1RR,8
1RR,9.08
1RR,1.5
1RR,8.08
1RR,4.67
1RR,1.25
1RR,7.33
1RR,3.83
1RR,8
1RR,8.42
1RR,5.08
1RR,3.75
1RR,7.5
1RR,4.83
1RR,6.17
1RR,7.25
1RR,6.83
1RR,7.08
1RR,6.25
1RR,7.17
1RR,3.25
1RR,8.58
1RR,7.5
1RR,8.5
1RR,7.42
1RR,6.58
1RR,8.58
1RR,0.92
1RR,7.17
1RR,2
1RR,8.42
1RR,1
1RR,5.17
1RR,2.42
1RR,7.25
1RR,5.42
1RR,4.17
1RR,4.08
1SB,2.17
1SB,6.58
1SB,9.5
1SB,5.5
1SB,6.58
1SB,6.58
1SB,7.58
1SB,3.08
1SB,3.92
1SB,4
1SB,4.17
1SB,3.42
1SB,4.17
1SB,5.67
1SB,4.92
1SB,1
1SB,6.58
1SB,7.5
1SB,3.67
1SB,5.83
1SB,4.25
1SB,7.75
1SB,7.67
1SB,7.5
1SB,7.17
1SB,4.25
1SB,1.08
1SB,7.67
1SB,6.75
1SB,6.75
1SB,2.17
1SB,7.67
1SB,1.83
1SB,5.08
1SB,7.42
1SB,7.92
1SB,1.92
1SB,4.25
1SB,6.5
1SB,6.83
1SB,3.75
1SB,2.75
1SB,1.33
1SB,4.58
1SB,6.17
1SB,5.42
1SB,3
1SB,6.17
1SB,8.42
1SB,8.5
1SB,6.17
1SB,6.25
1SB,5.67
1SB,3.67
1SB,6.25
1SB,5.25
1SB,3.42
1SB,7.58
1SB,7.5
1SB,5.83
1SB,7.92
1SB,3.67
1SB,6.08
1SB,2.08
1SB,6.92
1SB,8.5
1SB,4.17
1SB,7.08
1SB,1.75
1SB,1.08
1SB,4
1SB,3.5
1SB,1.17
1SB,7.58
1SB,3.58
1SB,7.17
1SB,6.33
1SB,8
1SB,7.42
1SB,7.08
1SB,2.08
1SB,7.75
1SB,6.33
1SB,7.17
1SB,2.67
1SB,5.42
1SB,6.67
1SB,8.67
1SB,4.17
1SB,8.75
1SB,2.33
1SB,7.42
1SB,7.67
1SB,6.17
1SB,8.58
1SB,7.42
1SB,8.33
1SB,9
1SB,3.08
1SB,2.58
1SB,5.83
1SB,5
1SB,5.83
1SB,5.33
1SB,7.33
1SB,5.17
1SB,3.92
1SB,6.17
1SB,6.33
1SB,3.58
1SG,8.67
1SG,7.92
1SG,8.25
1SG,9.17
1SG,7.5
1SG,7.17
1SG,7.92
1SG,6.17
1SG,7.83
1SG,3.67
1SG,8.42
1SG,6.58
1SG,5.33
1SG,6.42
1SG,7.08
1SG,5.58
1SG,6.42
1SG,7.25
1SG,6.75
1SG,9.17
1SG,7
1SG,8.67
1SG,9.33
1SG,7.08
1SG,7.67
1SG,7.67
1SG,5.83
1SG,7.83
1SG,7.92
1SG,7.92
1SG,6.17
1SG,1.92
1SG,6.92
1SG,6.17
1SG,8.08
1SG,2.25
1SG,3.92
1SG,6.83
1SG,9.25
1SG,8.5
1SG,7.58
1SG,9
1SG,4.67
1SG,7.92
1SG,7.83
1SG,8.08
1SG,8
1SG,7.42
1SG,7.67
1SG,4.75
1SG,8
1SG,9.67
1SG,7.33
1SG,6.17
1SG,7.58
1SG,6.08
1SG,6.67
1SG,8.33
1SG,8.33
1SG,8.58
1SG,7.33
1SG,5.67
1SG,2.5
1SG,1.5
1SG,8.5
1SG,7.92
1SG,8.42
1SG,8.08
1SG,7.17
1SG,8
1SG,8
1SG,9
1SG,8.08
1SG,2.25
1SG,8.5
1SG,8.42
1SG,6.17
1SG,8.25
1SG,7.5
1SG,8.92
1SG,9.08
1SG,7.08
1SG,7.42
1SG,5.42
1SG,8.25
1SG,8.5
1SG,6.58
1SG,7.5
1SG,7.92
1SG,8.25
1SG,5.08
1SG,7.75
1SG,7.25
1SG,4.17
1SG,7.08
1SG,2.75
1SG,0
1SG,6.5
1SG,7.25
1SG,9.5
1SG,8.67
1SG,9
1SG,8.58
1SG,7.25
1SG,7.17
1SG,6.17
1SG,8.83
1SG,8.5
1SG,8
1SG,7.83
1SG,7.67
1SG,7.17
1SG,8
1SG,8
1SG,7.67
1SG,9
1SG,7.58
1SG,7.67
1SG,2.92
1SG,8.58
1SG,8.33
1SG,6.83
1SJ,7.58
1SJ,8
1SJ,5.5
1SJ,1.08
1SJ,3.33
1SJ,4.17
1SJ,7.92
1SJ,5.67
1SJ,8.42
1SJ,4.5
1SJ,2.58
1SJ,8.83
1SJ,6.92
1SJ,7.75
1SJ,3.08
1SJ,3.92
1SJ,5.42
1SJ,7.42
1SJ,7.83
1SJ,6.17
1SJ,7.5
1SJ,5.67
1SJ,8
1SJ,5.67
1SJ,7.83
1SJ,7.58
1SJ,7
1SJ,6.67
1SJ,5.67
1SJ,9
1SJ,9.33
1SJ,9.17
1SJ,7.92
1SJ,3.58
1SJ,7.42
1SJ,7.58
1SJ,7
1SJ,3.58
1SJ,7
1SJ,7.58
1SJ,9.08
1SJ,6.75
1SJ,1.83
1SJ,5.5
1SJ,8.67
1SJ,3.08
1SJ,7.33
1SJ,3.17
1SJ,4.42
1SJ,6.75
1SJ,3.25
1SJ,7.17
1SJ,5.5
1SJ,6.92
1SJ,6.5
1SJ,6
1SJ,4.58
1SJ,3.33
1SJ,1
1SJ,8.67
1SJ,4.75
1SJ,7.92
1SJ,4.67
1SJ,7.33
1SJ,8.75
1SJ,7.5
1SJ,6.75
1SJ,4.25
1SJ,8.92
1SJ,7.58
1SJ,8
1SJ,6.5
1SJ,4.25
1SJ,7.17
1SJ,8
1SJ,6.92
1SJ,6.92
1SJ,7
1SJ,6.5
1SJ,8.58
1SJ,1.25
1SJ,7.33
1SJ,8.92
1SJ,8.75
1SJ,4.92
1SJ,5.75
1SJ,7.67
1SJ,6.33
1SJ,8.17
1SJ,0.92
1SJ,6.75
1SJ,5.67
1SJ,8.33
1SJ,8.25
1SJ,8.25
1SJ,7
1SJ,5
1SJ,2.83
1SJ,6.58
1SJ,5.33
1SJ,2.58
1SJ,3.67
1SJ,7.33
1SJ,6.33
1SJ,5.75
1SJ,7.58
1SJ,8.17
1SJ,4.25
1SJ,3.42
1SJ,7.08
1SJ,2.75
1SJ,8.25
1SJ,7.58
1SJ,4
1SJ,3.75
1SJ,8.08
1SJ,8.58
1SJ,7.67
1SJ,6.67
1SJ,7.75
1SJ,6.42
1SK,5.17
1SK,6.42
1SK,8.58
1SK,7.33
1SK,5.42
1SK,4.17
1SK,7.17
1SK,7.58
1SK,7.25
1SK,9.08
1SK,7.25
1SK,6.67
1SK,8
1SK,1.92
1SK,7.5
1SK,8.25
1SK,6.33
1SK,4.67
1SK,7.5
1SK,3.92
1SK,8.83
1SK,7.67
1SK,4.5
1SK,8.25
1SK,7
1SK,8
1SK,7.67
1SK,3.58
1SK,8.42
1SK,5.92
1SK,8.25
1SK,7.5
1SK,7.58
1SK,7.58
1SK,5.33
1SK,3.75
1SK,7.08
1SK,5.92
1SK,7.58
1SK,6.67
1SK,6.5
1SK,7.08
1SK,4.5
1SP,1.17
1SP,6.83
1SP,1.08
1SP,5.42
1SP,5.58
1SP,7.08
1SP,3.92
1SP,3.5
1SP,2.08
1SP,2.42
1SP,6.58
1SP,2.17
1SP,5.92
1SP,1.25
1SP,5.5
1SP,4.5
1SP,0.42
1SP,6.42
1SP,7.25
1SP,6.08
1SP,7.25
1SP,4.08
1SP,6.83
1SP,5.75
1SP,2.67
1SP,1.92
1SP,3.75
1SP,1
1SP,4
1SP,1
1SP,6.33
1SP,3.92
1SP,6.25
1SP,1.25
1SP,5.5
1SP,3.67
1SP,1.75
1SP,7.25
1SP,2.5
1SP,4
1SP,2.17
1SP,6.33
1SP,2
1SP,2.75
1SP,5.92
1SP,4.5
1SP,4
1SP,7.25
1SP,6.42
1SP,7.42
1SP,3.5
1SP,3
1SP,6.5
1SP,1.08
1SP,5.58
1SP,4.08
1SP,4
1SP,8.25
1SP,6.83
1SP,4.25
1SP,6.92
1SP,7.83
1SP,2.83
1SP,3.17
1SP,4.67
1SP,2.67
1SP,7
1SP,3.42
1SP,6.83
1SP,4.58
1SP,0.42
1SP,2.08
1SP,5.58
1SP,6.83
1SP,7.5
1SP,6.67
1SP,4.67
1SP,4.08
1SP,1.42
1SP,7.83
1SP,6.92
1SP,3.83
1SP,5.08
1SP,3.92
1SP,2.75
1SP,7.5
1SP,6
1SP,7.33
1SP,6.17
1SP,2.83
1SP,3.92
1SP,7.58
1SP,2.08
1SP,6.92
1SP,3.83
1SP,4.83
1SP,4
1SP,5.92
1SP,0
1SP,5.33
1SP,1.17
1SP,3.5
1SP,1.75
1SP,1.83
1SP,1.17
1SP,7.58
1ST,7.5
1ST,7
1ST,3.08
1ST,6.83
1ST,5
1ST,5.58
1ST,0
1ST,8.67
1ST,8.17
1ST,4.67
1ST,1.17
1ST,3.08
1ST,6.67
1ST,3.83
1ST,2.58
1ST,0
1ST,6.75
1ST,4.33
1ST,3.67
1ST,4.42
1ST,5.08
1ST,2.58
1ST,5.17
1ST,1.25
1ST,7.5
1ST,8
1ST,7.5
1ST,3
1ST,6.83
1ST,6.67
1ST,2.17
1ST,1.08
1ST,2.92
1ST,2.75
1ST,7.83
1ST,4
1ST,7.33
1ST,8.58
1ST,8.58
1ST,6
1ST,4.33
1ST,8.42
1ST,1.42
1ST,2.33
1ST,1.17
1ST,2.25
1ST,5.67
1ST,8.25
1ST,7.75
1ST,2.92
1ST,4.25
1ST,7.17
1ST,6.25
1ST,8.67
1ST,0.5
1ST,4.33
1ST,1.83
1ST,7.25
1ST,8.08
1ST,2
1ST,6.25
1ST,2.5
1ST,3.58
1ST,8
1ST,3.5
1ST,7.58
1ST,8.08
1ST,4.17
1ST,2.33
1ST,7.58
1ST,5.58
1ST,4.5
1ST,7.33
1ST,2.25
1ST,3.58
1ST,5.92
1ST,6.5
1ST,6.08
1ST,6.25
1ST,3
1ST,7.5
1ST,4.17
1ST,5.67
1ST,5
1ST,4.17
1ST,4.25
1ST,2.83
1ST,0.5
1ST,5.75
1ST,2.33
1ST,5.42
1ST,2.33
1ST,3.92
1ST,9.17
1ST,7
1ST,0
1ST,7.42
1ST,6.67
1ST,5.17
1ST,3
1ST,3.08
1ST,2.25
1ST,7
1ST,7.75
1ST,9.08
1ST,7.58
1ST,7
1ST,3.83
1ST,8.42
1ST,7
1ST,2.92
1ST,7.83
1ST,6.75
1ST,5.25
1ST,7.17
1ST,6
1ST,4.83
1ST,4.42
1ST,5.08
1ST,6.75
1ST,4.42
1ST,5.17
1ST,4.17
1ST,7.17
1ST,2.83
1ST,8
1ST,7.25
1ST,3.5
1ST,2.5
1ST,8.5
1ST,4.67
1ST,2.67
1ST,2.67
1ST,8.58
1ST,8.25
1ST,5
1ST,2
1ST,5.67
1ST,6.33
1ST,7.42
1ST,4.58
1ST,5.92
1ST,1.75
1ST,1.75
1ST,6.5
1ST,2.17
1ST,2.33
1ST,8.25
1ST,8.5
1ST,1.83
1ST,7.92
1ST,6.08
1ST,4.83
1ST,3.17
1ST,8
1ST,7.17
1ST,2.75
1ST,6.92
1ST,5.17
1ST,1.08
1ST,4
1ST,9.67
1ST,5.58
1ST,5.25
1ST,2.67
1ST,5.67
1ST,8.75
1ST,3.58
1ST,5.75
1ST,2.83
1ST,6.83
1ST,4.58
1ST,7.25
1ST,4.58
1ST,3.58
1ST,6
1ST,3.67
1ST,6.17
1ST,3.67
1ST,8.33
1ST,4.33
1ST,6.75
1ST,4.33
1ST,6.08
1ST,4.33
1SZ,5
1SZ,4
1SZ,2.42
1SZ,2.17
1SZ,3.92
1SZ,1.25
1SZ,5.83
1SZ,3
1SZ,6.17
1SZ,5.75
1SZ,5.83
1SZ,5.92
1SZ,6.33
1TJ,6.25
1TJ,6.92
1TJ,6.67
1TJ,3.92
1TJ,2.17
1TJ,2.75
1TJ,7.25
1TJ,7.33
1TJ,5.75
1TJ,4.83
1TJ,6.58
1TJ,7.5
1TJ,5.33
1TJ,3.75
1TJ,6.25
1TJ,3.5
1TJ,3.25
1TJ,6.75
1TJ,2.83
1TJ,6.58
1TJ,2.33
1TJ,0.67
1TJ,6.33
1TJ,0.42
1TJ,4.25
1TJ,5.92
1TJ,5.5
1TJ,3.17
1TJ,7.67
1TJ,5.25
1TJ,1.25
1TJ,7.67
1TJ,2
1TJ,2.83
1TJ,7.08
1TJ,4.5
1TJ,8.25
1TJ,4.75
1TJ,3.75
1TJ,2.83
1TJ,2.75
1TJ,5.67
1TJ,6.92
1TJ,3.08
1TJ,8
1TJ,8.33
1TJ,7.25
1TJ,4.08
1TJ,1.17
1TJ,7.67
1TJ,2.92
1TJ,6.33
1TJ,1.33
1TJ,5.67
1TJ,7.42
1TJ,6.67
1TJ,6.75
1TJ,8.33
1TJ,4.08
1TJ,4.25
1TJ,7
1TJ,4.67
1TJ,4.67
1TJ,4.33
1TJ,5
1TJ,3
1TJ,6.25
1TJ,5.92
1TJ,6.42
1TJ,4.75
1TJ,7.83
1TJ,5.67
1TJ,4.08
1TJ,7.83
1TJ,7.75
1TJ,4.75
1TJ,6.08
1TJ,3
1TJ,7.58
1TJ,6.75
1TJ,1.08
1TJ,0.92
1TJ,5.92
1TJ,4.58
1TJ,4.25
1TJ,3.58
1TJ,5.83
1TJ,7.25
1TJ,2.42
1TJ,8
1TJ,4.92
1TJ,7.58
1TJ,8.5
1TJ,4
1TJ,6.92
1TJ,3.25
1TJ,7.42
1TJ,6.08
1TJ,7.67
1TJ,6.67
1TJ,8.42
1TJ,1.92
1TJ,2.67
1TJ,5.25
1TJ,7.42
1TJ,4.42
1TJ,8
1TJ,3.17
1TJ,0
1TJ,3.5
1TJ,4.83
1TJ,1.25
1TJ,0.42
1TJ,4.75
1TJ,7.25
1TJ,7.5
1TJ,4.83
1TJ,6.25
1VA,6
1VA,9.33
1VA,6.25
1VA,5.83
1VA,6
1VA,7.5
1VA,7.5
1VA,7.92
1VA,5.58
1VA,3.75
1VA,6.42
1VA,7.83
1VA,5.83
1VA,8.08
1VA,7.75
1VA,4.08
1VA,3.75
1VA,5.08
1VA,7.58
1VA,2.33
1VA,7.5
1VA,7.08
1VA,9
1VA,8.08
1VA,8.58
1VA,3.33
1VA,5.83
1VA,4.5
1VA,7.83
1VA,7.33
1VA,3.25
1VA,5.08
1VA,5.42
1VA,8.58
1VA,5.83
1VA,8.25
1VA,7.42
1VA,6.75
1VA,7.33
1VA,6.5
1VA,4.42
1VA,8.75
1VA,7.17
1VA,5.5
1VA,8.5
1VA,6.67
1VA,8.67
1VA,8.08
1VA,6.17
1VA,6.5
1VA,6.92
1VA,4.75
1VA,1.67
1VA,9
1VA,6.92
1VA,3.67
1VA,4.08
1VA,7.42
1VA,7.67
1VA,5.08
1VA,7
1VA,7.92
1VE,8.92
1VE,7.92
1VE,7.5
1VE,4.33
1VE,3.58
1VE,4.58
1VE,5.75
1VE,3.08
1VE,3.08
1VE,7.58
1VE,7.42
1VE,4.58
1VE,8.25
1VE,3.83
1VE,5.33
1VE,5.17
1VE,4.42
1VE,4.17
1VE,4.92
1VE,6.17
1VE,6.33
1VE,6.17
1VE,7.17
1VE,1.08
1VE,5.75
1VE,8.17
1VE,2.42
1VE,8.42
1VE,6.92
1VE,5
1VE,8.17
1VE,0.5
1VE,7.08
1VE,7.25
1VE,8
1VE,7.42
1VE,2.25
1VE,7.33
1VE,2.33
1VE,5.33
1VE,3.25
1VE,6.58
1VE,4.75
1VE,6.25
1VE,1.75
1VE,4.5
1VE,7.67
1VE,7.42
1VE,0.42
1VE,8.25
1VE,6.67
1VE,3.42
1VE,7.25
1VE,3.08
1VE,3.92
1VE,3.92
1VE,1.92
1VE,5.58
1VE,9.17
1VE,8.5
1VE,6.5
1VE,2.83
1VE,6.08
1VE,5.17
1VE,3.75
1VE,8
1VE,7.67
1VE,5.92
1VE,7.75
1VE,2.17
1VE,7.75
1VE,6.33
1VE,8.5
1VE,2.75
1VE,7
1VE,8.83
1VE,8.17
1VE,4.75
1VE,2.08
1VE,3.92
1VE,4.67
1VE,6.83
1VE,2.92
1VE,7.33
1VE,3.58
1VE,8.33
1VE,8.58
1VE,5.83
1VE,2.83
1VE,7.83
1VE,4.17
1VE,7.25
1VE,4.17
1VE,7.83
1VE,8.5
1VE,6.92
1VE,3
1VE,7.67
1VE,3.83
1VE,3.33
1VE,5.92
1VE,7.92
1VE,7.5
1VE,8.42
1VE,2.75
1VE,2.08
1VE,7.25
1VE,5.75
1VE,1
1VE,2.75
1VE,8.33
1VE,8.5
1VE,4.08
1VE,5.67
1VE,8.08
1VE,4.25
1VE,2.33
1VE,6.92
1VE,2.75
1VE,7.83
1VE,7.67
1VE,2.42
1VE,2.67
1VE,2.42
1VI,2.92
1VI,1.75
1VI,7.08
1VI,9.17
1VI,5.5
1VI,8.75
1VI,5.58
1VI,6.92
1VI,9
1VI,9
1VI,0
1VI,6.67
1VI,2.92
1VI,7.58
1VI,5.83
1VI,4.92
1VI,4.5
1VI,7.25
1VI,5.92
1VI,5.83
1VI,6.92
1VI,4.67
1VI,8.67
1VI,7.92
1VI,5.67
1VI,6.08
1VI,5.33
1VI,7.08
1VI,7.17
1VI,5.25
1VI,6.25
1VI,8.08
1VI,6.83
1VI,3.58
1VI,9.08
1VI,6.5
1VI,5.83
1VI,9.58
1VI,5.92
1VI,8.5
1VI,7.83
1VI,4.25
1VI,7.92
1VI,1.08
1VI,1.92
1VI,4.75
1VI,8.83
1VI,7.92
1VI,4.08
1VI,3.83
1VI,5.42
1VI,8.17
1VI,4.92
1VI,7.17
1VI,9.25
1VI,2.75
1VI,6.17
1VI,8.17
1VI,4.33
1VI,3.5
1VI,2.75
1VI,6.83
1VI,3.92
1VI,8.42
1VI,2.67
1VI,7.17
1VI,9.17
1VI,7.75
1VI,8.67
1VI,1.92
1VI,4.5
1VI,7.08
1VI,4.25
1VI,6.25
1VI,2.92
1VI,3.08
1VI,7.5
1VI,4.08
1VI,6.92
1VI,3.75
1VI,8.33
1VI,7.42
1VI,5.33
1VI,4.83
1VI,7.67
1VI,5.42
1VI,8.83
1VI,6.83
1VI,5.42
1VI,9.5
1VI,7.92
1VI,6.5
1VI,7.67
1VI,9
1VI,3.92
1VI,8.42
1VI,4.92
1VI,4.25
1VI,5.83
1VI,6.33
1VI,9.17
1VI,6.75
1VI,3.58
1VI,5.83
1VI,2.25
1VI,8.58
1VI,7.17
1VI,6.17
1VI,8.42
1VI,6.67
1VI,6.92
1VI,8.33
1VI,8.33
1VI,3.17
1VI,6
1VI,4.25
1VI,1.5
1VI,2.75
1VI,9.17
1VJ,6
1VJ,2.25
1VJ,6.17
1VJ,1.08
1VJ,4.75
1VJ,6.58
1VJ,1.25
1VJ,6.33
1VJ,7.92
1VJ,6.42
1VJ,6.67
1VJ,1.33
1VJ,6
1VJ,2.58
1VJ,2.92
1VJ,6.75
1VJ,3.42
1VJ,5.75
1VJ,7.17
1VJ,5.75
1VJ,3.08
1VJ,7.5
1VJ,2.92
1VJ,7.08
1VJ,5
1VJ,6
1VJ,9.42
1VJ,2.83
1VJ,4.25
1VJ,2.58
1VJ,2.33
1VJ,5.42
1VJ,6.17
1VJ,4.75
1VJ,6.67
1VJ,6.67
1VJ,6.5
1VJ,1.33
1VJ,7.67
1VJ,3.92
1VJ,3.92
1VJ,6.67
1VJ,2.25
1VJ,4.5
1VJ,4.5
1VJ,6.58
1VJ,2.75
1VJ,3.92
1VJ,2.58
1VJ,2.5
1VJ,6
1VJ,3.17
1VJ,6.58
1VJ,2.08
1VJ,3.58
1VJ,2.25
1VJ,4.83
1VJ,2.17
1VJ,7
1VJ,2.08
1VK,3.75
1VK,1.08
1VK,1.92
1VK,4.17
1VK,3.33
1VK,2.92
1VK,3.75
1VK,2.08
1VK,6.58
1VK,2
1VK,5.42
1VK,6
1VK,6.92
1VK,1.5
1VK,4.17
1VK,5.75
1VK,5.83
1VK,4.92
1VK,3.17
1VK,5.58
1VK,1.25
1VK,3.25
1VK,3.08
1VK,3.92
1VK,2.42
1VK,4.17
1VK,5.58
1VK,7.42
1VK,4.67
1VK,7.08
1VK,4.75
1VK,2.08
1VK,2
1VK,5.67
1VK,6.75
1VK,3.58
1VK,8.25
1VK,7.17
1VK,4.83
1VK,5.58
1VK,6.17
1VK,6.67
1VK,2
1VK,6.08
1VK,1.83
1VK,6.25
1VK,3.75
1VK,3.67
1VK,4.92
1VK,3.92
1VK,4
1VK,6.67
1VK,5.25
1VK,1.92
1VK,2.67
1VK,2.92
1VK,6.75
1VK,2.83
1VK,8.75
1VK,3.83
1VK,5.42
1VK,3
1VK,6.5
1VK,4.17
1VK,4.42
1VK,3.67
1VK,3.58
1VK,5.83
1VK,1.33
1VK,7.92
1VK,5.67
1VK,2.42
1VK,5.5
1VK,6.83
1VK,1.67
1VK,6.17
1VK,3.17
1VK,5.83
1VK,1.08
1VK,4.25
1VK,5.17
1VK,3.25
1VK,3.25
1VK,6.5
1VK,2.67
1YD,5.92
1YD,4.17
1YD,6.17
1YD,4.75
1YD,7
1YD,3
1YD,3.08
1YD,7.17
1YD,7.17
1YD,2.17
1YD,5.83
1YD,7.42
1YD,7
1YD,5.58
1YD,5.58
1YD,8
1YD,7.08
1YD,7.75
1YD,5.92
1YD,8.67
1YD,7.17
1YD,8
1YD,4.25
1YD,8.17
1YD,5.92
1YD,5
1YD,4.08
