CC,sgpa
1CE,7.08
1CE,7.08
1CE,7.83
1CE,7.58
1CE,6.67
1CE,7.67
1CE,8.67
1CE,1.58
1CE,6.33
1CE,7.83
1CE,7.92
1CE,6.92
1CE,1.08
1CE,5.33
1CE,8.42
1CE,8.08
1CE,7.67
1CE,7.75
1CE,6.33
1CE,3.83
1CE,7.08
1CE,7.25
1CE,8
1CE,5.83
1CE,6.17
1CE,6.33
1CE,2.33
1CE,6.42
1CE,5.92
1CE,1
1CE,1.92
1CE,4.17
1CE,7.58
1CE,3.92
1CE,4.08
1CE,3.92
1CE,8
1CG,7.17
1CG,6.42
1CG,3.67
1CG,2
1CG,7
1CG,6.08
1CG,2.75
1CG,3.58
1CG,6.5
1CG,5.33
1CG,3.17
1CG,2
1CG,5.17
1CG,4
1CG,2
1CG,4
1CG,5.58
1CG,8.08
1CG,3.5
1CG,5.75
1CG,3.33
1CG,3.83
1CG,4.08
1CG,6.92
1CG,6.75
1CG,7.25
1CG,6.33
1CG,1.42
1CG,6
1CG,6.92
1CG,7.33
1CG,3.67
1CG,3.75
1CG,4.33
1CG,6.92
1CG,2.92
1CG,4.17
1CG,4.5
1CG,5.25
1CG,6.92
1CG,3.25
1CG,1.08
1CG,6.5
1CG,1.17
1CG,1.17
1CG,5.08
1CG,2.92
1CG,2.92
1CG,5.17
1CG,2.83
1CG,6.17
1CG,8.17
1CG,8.17
1CG,6.08
1CG,2.83
1CG,1.92
1CG,8.08
1CG,5.58
1CG,3.83
1CG,1
1CG,7.42
1CG,1.25
1CG,8.5
1CG,7.42
1CG,5.75
1CG,7.75
1CG,5.75
1CG,1.92
1CG,5.92
1CG,1.25
1CG,6.5
1CG,3.75
1CG,6.42
1CG,7.92
1CG,1.08
1CG,6.42
1CG,4.67
1CG,7.58
1CG,8.58
1CG,6
1CG,7.83
1CG,1.42
1CG,2.92
1CG,2.33
1CG,6
1CG,7.75
1CG,7.58
1CG,5.67
1CG,7.5
1CG,6.5
1CG,5.42
1CG,5.5
1CG,7.5
1CG,5.5
1CG,7.17
1CG,7
1CG,7.75
1CG,6.17
1CG,5.58
1CG,5.17
1CG,8.5
1CG,2
1CG,4.75
1CG,6.83
1CG,7.25
1CG,5.83
1CG,4.17
1CG,5.33
1CG,7.92
1CG,3.5
1CG,6
1CG,6.67
1CG,6.25
1CG,3.42
1CG,7.92
1CG,8
1CG,4.25
1CG,1.08
1CG,1.08
1CG,2.75
1CG,6
1CG,4.75
1CG,6.92
1CG,6.25
1CG,5.58
1CK,6.58
1CK,4.92
1CK,8.17
1CK,4.25
1CK,6.67
1CK,6.58
1CK,6.67
1CK,6.42
1CK,4.5
1CK,9.17
1CK,6
1CK,2.75
1CK,5.92
1CK,2.08
1CK,6.58
1CK,4.42
1CK,8.67
1CK,4.92
1CK,6.58
1CK,6.75
1CK,2
1CK,5.58
1CK,2.83
1CK,6.08
1CK,0.58
1CK,8.5
1CK,7.42
1CK,6.17
1CK,7.5
1CK,6.92
1CK,2.92
1CK,8.33
1CK,1.75
1CK,6.83
1CK,1.92
1CK,6.67
1CK,8.33
1CK,8
1CK,7.17
1CK,7
1CK,1.08
1CK,6.25
1CK,7.25
1CK,2.42
1CK,4.75
1CK,4.08
1CK,4
1CK,4.08
1CK,5.75
1CK,6
1CK,7.42
1CK,4.67
1CK,1.08
1CK,6
1CK,6.92
1CK,6.17
1CK,2.92
1CK,6.17
1CK,7.17
1CK,6.08
1CK,5.58
1CK,4.75
1CK,1.83
1CK,5.25
1CK,2.75
1CK,3.83
1CK,2.5
1CK,7
1CK,6.42
1CK,5.75
1CK,4
1CK,7.42
1CK,3.08
1CK,3.5
1CK,4.67
1CK,6.25
1CK,6.92
1CK,2.58
1CK,6.17
1CK,3.17
1CK,5
1CK,5.42
1CK,4.42
1CK,5.83
1CK,2.42
1CK,6
1CK,8.58
1CK,4.17
1CK,8.08
1CK,3.42
1CK,4.33
1CK,7.25
1CK,1.75
1CK,1.25
1CK,7.58
1CK,3.83
1CK,6.17
1CK,5.67
1CK,2.17
1CK,6.25
1CK,7.58
1CK,4.67
1CK,4.5
1CK,3.67
1CK,2.75
1CK,6.42
1CK,1.92
1CK,2.58
1CK,6
1CK,7.5
1CK,0
1CK,5.75
1CK,8.33
1CK,7.08
1CK,5.42
1CK,6.58
1CR,8.08
1CR,8.33
1CR,3.58
1CR,7.83
1CR,6
1CR,6.67
1CR,5.67
1CR,7.33
1CR,6.33
1CR,6.92
1CR,7.83
1CR,8.5
1CR,6.83
1CR,2.5
1CR,6.25
1CR,5.75
1CR,7.17
1CR,7.33
1CR,7.5
1CR,9.17
1CR,8
1CR,9.08
1CR,5.83
1CR,7.75
1CR,8
1CR,2.83
1CR,7.25
1CR,7.67
1CR,8.83
1CR,8.92
1CR,7.17
1CR,9.58
1CR,8.83
1CR,7.83
1CR,7.83
1CR,5
1CR,7.75
1CR,2.75
1CR,7.17
1CR,7.83
1CR,7.83
1CR,8.5
1CR,8.25
1CR,7.58
1CR,4.58
1CR,5.17
1CR,7.08
1CR,6
1CR,6.25
1CR,6.08
1CR,8.17
1CR,7.25
1CR,6.42
1CR,8.25
1CR,7
1CR,8.08
1CR,8.33
1CR,4.25
1CR,7.33
1CR,8.33
1CR,6.92
1CR,8.75
1CR,8.5
1CR,8.17
1CR,8.5
1CR,8.17
1CR,7.08
1CR,8.33
1CR,6.17
1CR,3.42
1CR,5.92
1CR,8.75
1CR,7.5
1CR,6.17
1CR,5.25
1CR,8.5
1CR,2.5
1CR,7
1CR,7.92
1CR,8.92
1CR,7.75
1CR,4.92
1CR,7
1CR,3.5
1CR,6.5
1CR,9.08
1CR,6.08
1CR,8.67
1CR,9.17
1CR,4.33
1CR,8.08
1CR,4.67
1CR,8.58
1CR,7.17
1CR,7.75
1CR,4.5
1CR,8
1CR,8.25
1CR,7.08
1CR,8.33
1CR,6.17
1CR,8.58
1CR,8.25
1CR,7.25
1CR,6.58
1CR,4.5
1CR,7.92
1CR,4.75
1CR,7.67
1CR,7.08
1CR,8.42
1CR,8.33
1CR,4.08
1CR,5.83
1CR,8.33
1CR,7.67
1CR,6.83
1CR,5.58
1CR,9.25
1CR,5.08
1CR,5.83
1CR,8.33
1CR,8.08
1CR,7.33
1CR,7.33
1CR,7.25
1CR,8.75
1CR,4
1CR,7.5
1CR,8.17
1CR,8.33
1CR,7.33
1CR,8.25
1CR,8.5
1CR,7.25
1CR,6.75
1CR,5.75
1CR,8.67
1CR,4.67
1CR,6.67
1CR,8.5
1CR,8.5
1CR,2.83
1CR,8.33
1CR,5
1CR,8.33
1CR,2.92
1CR,5.5
1CR,7.42
1CR,1.17
1CR,1.08
1CR,7.92
1CR,9.17
1CR,7
1CR,8.25
1CR,7.67
1CR,6.17
1CR,7.67
1CR,7
1CR,1
1CR,7.25
1CR,9.17
1CR,8.5
1CR,8.25
1CR,8.58
1CR,8.17
1CR,7.75
1CR,6.58
1CR,5.67
1CR,3
1CR,7.25
1CR,8.33
1CR,8.17
1CR,7.75
1CR,8.33
1CR,7.67
1CR,7.92
1CR,1.42
1CR,8.67
1CR,6.67
1CR,4.75
1DB,6.33
1DB,1.5
1DB,5.25
1DB,7.75
1DB,7.75
1DB,3.92
1DB,8.33
1DB,8.25
1DB,8.75
1DB,6.58
1DB,9
1DB,8.67
1DB,3.67
1DB,2.58
1DB,4.25
1DB,5.08
1DB,1.83
1DB,3
1DB,3.83
1DB,7.92
1DB,7.17
1DB,6.67
1DB,4.5
1DB,4.75
1DB,5.42
1DB,8.5
1DB,8.42
1DB,2
1DB,5.42
1DB,6.08
1DB,7.75
1DB,6.67
1DB,7.75
1DB,8.33
1DB,0
1DB,6.58
1DB,8.83
1DB,9
1DB,5.83
1DB,7.67
1DB,7
1DB,7.08
1DB,3.42
1DB,5.33
1DB,8.25
1DB,8.83
1DB,7.33
1DB,6
1DB,8.08
1DB,7.92
1DB,7.42
1DB,8.42
1DB,7
1DB,0.83
1DB,7.58
1DB,9.17
1DB,8.25
1DB,6.75
1DB,0.83
1DB,7.08
1DB,7.33
1DB,9.33
1DB,5.83
1DB,2.92
1DB,7.83
1DB,7.92
1DB,4.75
1DB,7.92
1DB,5.83
1DB,6
1DB,5.33
1DB,5.83
1DB,6
1DB,7.67
1DB,5.67
1DB,2.42
1DB,8.5
1DB,5.67
1DB,6.67
1DB,6.67
1DB,6
1DB,5.42
1DB,5.5
1DB,7.08
1DB,8
1DB,3.67
1DB,7.17
1DB,8.83
1DB,7.83
1DB,5.08
1DB,7.33
1DB,3.58
1DB,2.92
1DB,1.75
1DB,7.17
1DB,8.17
1DB,6.42
1DB,2.25
1DB,7.75
1DB,6.33
1DB,4.67
1DB,8.08
1DB,4.75
1DB,7.08
1DB,6.5
1DB,7.67
1DB,3.58
1DB,8.42
1DB,7.83
1DB,9
1DB,7.67
1DB,8.25
1DB,6.58
1DB,7.5
1DB,6.17
1DB,4.58
1DB,0.5
1DB,7.5
1DB,8.5
1DB,7.42
1DB,7.08
1DB,7.5
1DB,8.5
1DB,4.25
1DB,7.83
1DB,7.5
1DB,4.58
1DB,7.25
1DB,6.83
1DB,9.17
1DB,7.08
1DB,6.92
1DB,6.17
1DB,2.58
1DB,8.5
1DB,8.42
1DB,8.25
1DB,7.83
1DB,1.67
1DB,7.33
1DB,9.17
1DB,7
1DB,9.17
1DB,8.33
1DB,8.67
1DB,6.5
1DB,7.42
1DB,7.5
1DB,7
1DB,7.08
1DB,7.58
1DB,7.75
1DB,8.25
1DB,6.58
1DB,6.75
1DB,4.08
1DB,7.75
1DB,8
1DB,7.92
1DB,7.42
1DB,5.08
1DB,8.25
1DB,6.92
1DB,6.25
1DB,5.33
1DB,7.92
1DB,8
1DB,7.92
1DB,8.58
1DB,3.42
1DB,8.5
1DB,7.42
1DB,6.33
1DB,7
1DB,2.17
1DB,7
1DB,7.58
1DB,8.83
1DT,7
1DT,7.75
1DT,8.83
1DT,8.33
1DT,7.83
1DT,8.42
1DT,8.17
1DT,8.25
1DT,8
1DT,7.83
1DT,8.08
1DT,8
1DT,6.58
1DT,2.5
1DT,7.92
1DT,8
1DT,7.58
1DT,7.83
1DT,2.08
1DT,6.75
1DT,8.75
1DT,8.92
1DT,6.83
1DT,1.33
1DT,8.25
1DT,6
1DT,4.83
1DT,5.92
1DT,4.5
1DT,6.58
1DT,8.42
1DT,8.17
1DT,3.75
1DT,4.75
1DT,7.5
1DT,7.5
1DT,6.92
1DT,7.08
1DT,8.67
1DT,7.17
1DT,5.75
1DT,8.5
1DT,7.83
1DT,8.83
1DT,8.17
1DT,8.92
1DT,8.08
1DT,4.58
1DT,6
1DT,8.5
1DT,7.75
1DT,7.83
1DT,7.33
1DT,8.75
1DT,6.5
1DT,6.58
1DT,8.83
1DT,7
1DT,2.67
1DT,8.17
1DT,4.08
1DT,8
1DT,7.25
1DT,9
1DT,4.25
1DT,3.92
1DT,2.92
1DT,7.25
1DT,8.92
1DT,5.92
1DT,4.67
1DT,8.17
1DT,6.83
1DT,8.08
1DT,9.33
1DT,8.33
1DT,8.17
1DT,9
1DT,8.83
1DT,4
1DT,7.92
1DT,8.58
1DT,4.17
1DT,4.5
1DT,4
1DT,7.83
1DT,7.67
1DT,7.17
1DT,8
1DT,5.33
1DT,7.33
1DT,5.58
1DT,6.08
1DT,8.92
1DT,8.42
1DT,6.5
1DT,6.83
1DT,7
1DT,7.42
1DT,5.92
1DT,6.67
1DT,6.25
1DT,7.92
1DT,7.83
1DT,4.67
1DT,8.17
1DT,6.58
1DT,2.25
1DT,9.08
1DT,7.83
1DT,2.58
1DT,3.25
1DT,6.5
1DT,7.08
1DT,8.08
1DT,3.58
1DT,8.25
1DT,4.17
1DT,8
1DT,8.42
1EP,2.58
1EP,5.83
1EP,8
1EP,6.5
1EP,5.67
1EP,5.75
1EP,3.25
1EP,1.17
1EP,4.17
1EP,6.17
1EP,7.08
1EP,7
1EP,5.33
1EP,7.08
1EP,5.25
1EP,1.92
1EP,7.83
1EP,7.67
1EP,3.5
1EP,4.42
1EP,4.75
1EP,2.08
1EP,3.92
1EP,4.17
1EP,2.75
1EP,5.5
1EP,6.42
1EP,7
1EP,1.08
1EP,1.08
1EP,8.25
1EP,6.75
1EP,7.33
1EP,2
1EP,7.83
1EP,5.17
1EP,7.42
1EP,6.5
1EP,2.92
1EP,3.08
1EP,4.5
1EP,8.08
1EP,5.17
1EP,7
1EP,6.83
1EP,8.25
1EP,7.08
1EP,1
1EP,5.17
1EP,5.75
1EP,5.42
1EP,5.83
1EP,7.83
1EP,6.17
1EP,6.58
1EP,7.33
1EP,7.67
1EP,6.42
1EP,8.75
1EP,7.92
1EP,1.08
1EP,3.83
1EP,6.5
1EP,4.17
1EP,8
1EP,5.33
1EP,1.25
1EP,2.25
1EP,5.5
1EP,7.75
1EP,4.42
1EP,5.42
1EP,5.42
1EP,7.42
1EP,6.08
1EP,3.92
1EP,8.17
1EP,6
1EP,5.25
1EP,1.33
1EP,3.08
1EP,7
1EP,3.58
1EP,7.25
1EP,6.58
1EP,4.08
1EP,6.5
1EP,5.92
1EP,6
1EP,3.67
1EP,1.42
1EP,3.08
1EP,6.92
1EP,6.33
1EP,3.83
1EP,1.25
1EP,1.67
1EP,7.17
1EP,7.83
1EP,3.83
1EP,5
1EP,4.17
1EP,5
1EP,7.67
1EP,6.92
1EP,5.5
1EP,6.83
1EP,2.17
1EP,2.92
1EP,7.42
1EP,2.92
1EP,1
1EP,0
1EP,4.67
1EP,6.67
1EP,5.42
1EP,4.42
1EP,1.25
1EW,4.25
1EW,0
1EW,1.67
1EW,2.92
1EW,5.75
1EW,4
1EW,3.42
1EW,6.42
1EW,3.25
1EW,8
1EW,8
1EW,7.42
1EW,3.5
1EW,6.25
1EW,1
1EW,3.58
1EW,7.33
1EW,4.83
1EW,8.58
1EW,5.58
1EW,4.33
1EW,6.67
1EW,6.33
1EW,0.58
1EW,7.83
1EW,8.42
1EW,5.42
1EW,4.5
1EW,3.25
1EW,6.5
1EW,2
1EW,7.58
1EW,6
1EW,5.75
1EW,3.5
1EW,6.83
1EW,8.33
1EW,4.17
1EW,6.33
1EW,4
1EW,6.58
1EW,2.33
1EW,7.5
1EW,4.17
1EW,6.75
1EW,1.5
1EW,6.33
1EW,4.33
1EW,2.33
1EW,8
1EW,8.25
1EW,2.5
1EW,0
1EW,6.25
1EW,0.67
1EW,7
1EW,4
1EW,5.25
1EW,7.67
1EW,8.58
1EW,5.92
1EW,7.83
1EW,3
1EW,6.08
1EW,1.92
1EW,8.42
1EW,1.92
1EW,3.08
1EW,8.58
1EW,6.33
1EW,1
1EW,1.67
1EW,5.83
1EW,7.92
1EW,5.25
1EW,6.67
1EW,4.42
1EW,7.67
1EW,4.17
1EW,7.5
1EW,6.5
1EW,3.25
1EW,0.5
1EW,2.33
1EW,5.5
1EW,5.25
1EW,4.92
1EW,5.33
1EW,3
1EW,7
1EW,3.83
1EW,6.25
1EW,8.75
1EW,2.08
1EW,3
1EW,7
1EW,5.75
1EW,7.83
1EW,3.33
1EW,4.92
1EW,2.42
1EW,7.92
1EW,8.5
1EW,5.08
1EW,1.67
1EW,7.67
1EW,0.58
1EW,5.25
1EW,6.17
1EW,7.08
1EW,4.75
1EW,8.5
1EW,7.92
1EW,8.75
1EW,3.5
1EW,4.08
1EW,6.42
1EW,5.08
1EW,6.08
1EW,5
1EW,8.17
1EW,7.25
1EW,6.33
1EW,3.08
1EW,7.75
1EW,3.17
1EW,3.17
1EW,7
1EW,7.42
1EW,0.42
1EW,6.67
1EW,4.92
1EW,4.92
1EW,8.75
1EW,7.25
1EW,5.25
1EW,4.75
1EW,2.33
1EW,1.08
1EW,1.83
1EW,7.42
1EW,0.58
1EW,7.08
1EW,6.25
1EW,8.42
1EW,4
1EW,3.67
1EW,8.58
1EW,7.83
1EW,7.42
1EW,6.33
1EW,5.75
1EW,6.75
1EW,1.5
1EW,7.75
1EW,7.58
1EW,5.33
1EW,3.42
1EW,5.83
1EW,7.25
1EW,3.5
1EW,6.67
1EW,7.83
1EW,5.67
1EW,5
1EW,7.58
1EW,8.67
1EW,3.33
1EW,5
1EW,7.17
1EW,7.17
1EW,6.83
1EW,4.67
1EW,8.33
1EW,5.58
1EW,3.33
1EW,4.67
1EW,8.58
1EW,5.83
1EW,3.33
1EW,6.83
1GA,7.67
1GA,8.08
1GA,8.67
1GA,2
1GA,7.75
1GA,7.17
1GA,6.17
1GA,2.33
1GA,4.75
1GA,5.42
1GA,7.42
1GA,4.42
1GA,7
1GA,8.58
1GA,4.17
1GA,7.83
1GA,5.75
1GA,8.08
1GA,8.67
1GA,9.42
1GA,7.58
1GA,6
1GA,9.25
1GA,7.92
1GA,7.33
1GA,8.83
1GA,7.25
1GA,6.75
1GA,8.67
1GA,7.83
1GA,8.75
1GA,7
1GA,7.25
1GA,5
1GA,7.58
1GA,7.58
1GA,9.42
1GA,8.42
1GA,7
1GA,6.67
1GA,3.08
1GA,5.67
1GA,4.25
1GA,7
1GA,7.17
1GA,7.75
1GA,3
1GA,6.83
1GA,6.25
1GA,3
1GA,3
1GA,7.58
1GA,8.67
1GA,7.33
1GA,2.17
1GA,4
1GA,7.42
1GA,8.25
1GA,6.33
1GA,8.25
1GA,9.17
1GA,7.5
1GA,2.33
1GA,7.08
1GA,9.17
1GA,8.83
1GA,5.25
1GA,7
1GA,8
1GA,6.75
1GA,8.5
1GA,7.25
1GA,3
1GA,0.75
1GA,4.67
1GA,6.08
1GA,4.67
1GA,6.83
1GA,8
1GA,4.08
1GA,7.83
1GA,3.08
1GA,7.5
1GA,5.25
1GA,8
1GA,8.17
1GA,7.83
1GA,8.83
1GA,8.67
1GA,8.67
1GA,8
1GA,1.25
1GA,4.75
1GA,7.42
1GA,7.58
1GA,5.75
1GA,7.92
1GA,7.83
1GA,7.17
1GA,8.17
1GA,6.83
1GA,6.83
1GA,7.33
1GA,2.75
1GA,7.42
1GA,9.17
1GA,6.58
1GA,1.42
1GA,7
1GA,9.08
1GA,7.17
1GA,7.33
1GA,8.5
1GA,7.58
1GA,6.83
1GA,8
1GA,4.42
1GA,7.75
1GA,9.5
1GA,4.58
1GA,8.67
1GA,8.08
1GA,8.33
1GA,4.75
1GA,7.75
1GA,5.25
1GA,8
1GA,7.5
1GA,3.33
1GA,6.83
1GA,8.5
1GA,4
1GA,3.17
1GA,7.83
1GA,6.92
1GA,4.5
1GA,8
1GA,8.5
1GA,6.33
1GA,5.17
1GA,3.33
1GA,4.25
1GA,1.33
1GA,7.17
1GA,7.58
1GA,4.25
1GA,6.67
1GA,3.42
1GA,8.67
1GA,4.58
1GA,5.08
1GA,8.33
1GA,6.92
1GA,8.58
1GA,5.75
1GA,6
1GA,6.25
1GA,8.25
1GA,3.5
1GA,7.42
1GA,8.67
1GA,7.08
1GA,5.58
1GA,7.42
1GA,8.42
1GA,9.08
1GA,9.08
1GA,3
1GA,6.33
1GA,6
1GA,7.92
1GA,6.58
1GA,8.92
1GA,3.5
1GA,8.58
1GA,6.75
1GA,6.92
1GA,7.08
1GA,3.08
1GA,8.25
1GA,7.58
1GA,5.67
1GA,8.08
1GA,8.58
1GA,7.67
1GC,6.08
1GC,7.25
1GC,7.67
1GC,6.17
1GC,7.17
1GC,8.17
1GC,5.92
1GC,5.83
1GC,4.33
1GC,2.17
1GC,7.83
1GC,6.33
1GC,8.33
1GC,6.25
1GC,4.08
1GC,9.33
1GC,2.75
1GC,3.33
1GC,5
1GC,6.25
1GC,7.67
1GC,5.92
1GC,7.67
1GC,6.5
1GC,7.25
1GC,6.83
1GC,1.17
1GC,7.17
1GC,6.25
1GC,1.33
1GC,6.25
1GC,6.58
1GC,4
1GC,6.67
1GC,4.17
1GC,7.5
1GC,7.08
1GC,4
1GC,5.25
1GC,1.25
1GC,1.33
1GC,1.17
1GC,6.58
1GC,1.92
1GC,1.33
1GC,5.83
1GC,5.92
1GC,3.67
1GC,7.17
1GC,6.08
1GC,1.17
1GC,8.42
1GC,6.92
1GC,7
1GC,4.25
1GC,3.08
1GC,7.42
1GC,6.42
1GC,6.75
1GC,1.17
1GC,5.5
1GC,5.58
1GC,2.67
1GC,5.75
1GC,6
1GC,6.33
1GC,7.25
1GC,1.5
1GC,5.42
1GC,6.5
1GD,8.5
1GD,7
1GD,6.83
1GD,7.33
1GD,7.75
1GD,7.92
1GD,8.33
1GD,8.25
1GD,5.92
1GD,8.33
1GD,6.25
1GD,8.17
1GD,6.92
1GD,7.5
1GD,5.33
1GD,7.75
1GD,3.33
1GD,6.67
1GD,6.83
1GD,4.42
1GD,5.75
1GD,6.08
1GD,4.58
1GD,8
1GD,5.75
1GD,2.25
1GD,7.42
1GD,7.42
1GD,7.83
1GD,9
1GD,7.42
1GD,7.92
1GD,5.25
1GD,9
1GD,8.83
1GD,7.25
1GD,5.17
1GD,7
1GD,7.25
1GD,2.58
1GD,7.67
1GD,2.08
1GD,3.75
1GD,8
1GD,6.42
1GD,6.83
1GD,6.83
1GD,5.33
1GD,7.5
1GD,7.75
1GD,7.92
1GD,7
1GD,6.5
1GD,4.42
1GD,8.42
1GD,4
1GD,5.42
1GG,5.92
1GG,5.25
1GG,3.08
1GG,2.5
1GG,4.67
1GG,0.75
1GG,4.17
1GG,2
1GG,2
1GG,5.25
1GG,6.42
1GG,7.33
1GG,6.67
1GG,6
1GG,2.92
1GG,7
1GG,6
1GG,6.75
1GG,2.17
1GG,4.25
1GG,4.83
1GG,6.83
1GG,6.67
1GG,6.33
1GG,5.58
1GG,4.25
1GG,5.67
1GG,6.67
1GG,2.83
1GG,4.08
1GG,2.5
1GG,4.08
1GG,2.67
1GG,5.33
1GG,3.92
1GG,6.42
1GG,7.83
1GG,6.08
1GG,3.5
1GG,4.75
1GG,6.33
1GG,1.25
1GG,2.67
1GG,6.92
1GG,6.42
1GG,4.25
1GV,5.5
1GV,6
1GV,2.67
1GV,5.67
1GV,1.83
1GV,1.17
1GV,6.67
1GV,6.08
1GV,6.75
1GV,4.92
1GV,0.75
1GV,6.67
1GV,2.83
1GV,7.58
1GV,8.08
1GV,5.58
1GV,2.08
1GV,1.92
1GV,5.33
1GV,5.58
1GV,3.17
1GV,7
1GV,4.42
1GV,6.58
1GV,0.58
1GV,6.83
1GV,5.42
1GV,7.17
1GV,1.92
1GV,4.58
1GV,4.08
1GV,1.17
1GV,1.08
1GV,7.25
1GV,5.83
1GV,1.75
1GV,1.92
1GV,5.67
1GV,3.67
1GV,8.25
1GV,1.17
1GV,6.92
1GV,1.67
1GV,0.83
1GV,0.5
1GV,6
1GV,2.58
1GV,5.5
1GV,4.92
1GV,4.58
1GV,7.17
1GV,0.5
1GV,6.17
1GV,4.67
1GV,1
1GV,7
1GV,3.33
1GV,2.17
1GV,1.25
1GV,5
1GV,9
1GV,1.75
1GV,2.42
1GV,9.25
1GV,7.17
1GV,4.67
1GV,4.67
1GV,0.92
1GV,6.33
1GV,3
1GV,2.5
1GV,4.25
1GV,1.75
1GV,8.92
1GV,4
1GV,5.42
1GV,2.33
1GV,1.58
1GV,0
1GV,2.75
1GV,2.58
1GV,3.58
1HK,3.08
1HK,3.25
1HK,8.25
1HK,2.17
1HK,2.08
1HK,1.33
1HK,3.08
1HK,7.92
1HK,5
1HK,6.75
1HK,6.33
1HK,1.25
1HK,2.08
1HK,7.08
1HK,6.33
1HK,1.25
1HK,3.67
1HK,1.75
1HK,5.83
1HK,4.83
1HK,6.67
1HK,1.08
1HK,7.42
1HK,4.17
1HK,7.92
1HK,5.5
1HK,5.75
1HK,8.42
1HK,5.58
1HK,8.92
1HK,6.33
1HK,3.25
1HK,1.08
1HK,6.25
1HK,6.5
1HK,7.92
1HK,2.33
1HK,7.25
1HK,8.75
1HK,6.08
1HK,6
1HK,4.58
1HK,4.5
1HK,7.58
1HK,3.33
1HK,4.67
1HK,8.58
1HK,3.33
1HK,5.42
1HK,7.83
1HK,3.92
1HK,1.83
1HK,7.92
1HK,7
1HK,4.08
1HK,2
1HK,7.17
1HK,8.58
1HK,5.75
1HK,2.67
1HK,5.92
1HK,5.5
1HK,4.58
1HK,7.42
1HK,4.5
1HK,2.08
1HK,8.33
1HK,7.92
1HK,7.92
1HK,9.08
1HK,7.25
1HK,1.17
1HK,1.42
1HK,3.08
1HK,5.83
1HK,2.42
1HK,5.42
1HK,3.25
1HK,2.17
1HK,8.42
1HK,6.33
1HK,2.92
1HK,6.33
1HK,0.92
1HK,2.25
1HK,2.83
1HK,6.83
1HK,2.67
1HK,3
1HK,5.42
1HK,5.75
1HK,4.33
1HK,7
1HK,2.5
1HK,3.33
1HK,1.25
1HK,7.67
1HK,4.5
1HK,3.83
1HK,7.75
1HK,9.33
1HK,5.75
1HK,6.67
1HK,2.5
1HK,8.08
1HK,4.92
1HK,3.33
1HK,7.92
1HK,6.42
1HK,7
1HK,1.67
1HK,7.25
1HK,6.17
1HK,3.42
1HK,4.75
1HK,2.33
1HK,2.17
1HK,6.25
1HK,2.42
1HK,3.67
1HK,6
1HK,1.75
1HK,2.83
1HK,2.92
1HK,8.58
1HK,7.42
1HK,2.08
1HK,3.25
1HK,8.67
1HK,6.42
1HK,7.83
1HK,2
1HK,3.25
1HK,7.33
1HK,5.58
1HK,8.08
1HK,6.5
1HK,2.42
1HK,8.25
1HK,7.58
1HK,7.5
1HK,5.08
1HK,2
1HK,7.33
1HK,7.33
1HK,7.33
1HK,4.75
1HK,7.75
1HK,7.08
1HK,2.25
1HK,5.75
1HK,7.25
1HK,5.92
1HK,4.42
1HK,4.83
1HK,8.08
1HK,1
1HK,4.5
1HK,6.33
1HK,4.75
1HK,7.5
1HK,3.42
1HK,7.08
1HK,7.75
1HK,2.17
1HK,6
1HK,3.67
1HK,6.25
1HK,6.17
1HK,8
1HK,5.83
1HK,6.42
1HK,7.58
1HK,3.33
1HK,8.58
1HK,5.83
1HK,4.42
1HK,7.58
1HK,1.5
1HK,4
1HK,5
1HM,1.92
1HM,2.33
1HM,5.5
1HM,4.17
1HM,1.25
1HM,4.08
1HM,3.83
1HM,1.25
1HM,1.33
1HM,2.17
1HM,4.17
1HM,4.58
1HM,2
1HM,7.17
1HM,8
1HM,6.33
1HM,6.5
1HM,6.33
1HM,6.08
1HM,2.83
1HM,1.33
1HM,4.67
1HM,7.33
1HM,5.83
1HM,1.92
1HM,6.5
1HM,3.42
1HM,7.42
1HM,5.42
1HM,5
1HM,7.25
1HM,6.42
1HM,4.08
1HM,2.08
1HM,2.75
1HM,4
1HM,1.92
1HM,4.67
1HM,4.83
1HM,5.25
1HS,3.25
1HS,4.75
1HS,5.17
1HS,6.75
1HS,3.75
1HS,2
1HS,8.5
1HS,2.25
1HS,0
1HS,1.92
1HS,4.67
1HS,7.5
1IC,6.75
1IC,6.75
1IC,5.5
1IC,7.67
1IC,1.42
1IC,2.83
1IC,1.33
1IC,7
1IC,2.17
1IC,6.08
1IC,5.42
1IC,5.5
1IC,2.25
1IC,5.5
1IC,2.92
1IC,6.08
1IC,3.58
1IC,5.83
1IC,6.42
1IC,6.08
1IC,2.83
1IC,3.08
1IC,3.5
1IC,4.5
1IC,3.67
1IC,1.92
1IC,5.17
1IC,2.17
1IC,2.33
1IC,3.83
1IC,1.25
1IC,4.92
1IC,6.5
1IC,2.75
1IC,1.5
1IC,7.33
1IC,4.08
1IC,2.33
1IC,3.42
1IC,6.25
1IC,4.25
1IC,4.08
1IC,2.25
1IC,1.08
1IC,2.33
1II,4.33
1II,7.83
1II,4.67
1II,1.83
1II,6.5
1II,3.67
1II,1.75
1II,1.92
1II,1.25
1II,2
1II,4.75
1II,6.17
1II,4.33
1II,4.67
1II,2.08
1II,2.83
1II,3.33
1II,5.75
1II,4.67
1JB,8.83
1JB,6.92
1JB,8.5
1JB,7.92
1JB,9
1JB,7.42
