CC,USN,sgpa
1YD,1YD16CS009,7.17
1YD,1YD16CS010,2.17
1YD,1YD16CS011,5.83
1YD,1YD16CS012,7.42
1YD,1YD16CS013,7
1YD,1YD16CS014,5.58
1YD,1YD16CS015,5.58
1YD,1YD16CS016,8
1YD,1YD16CS017,7.08
1YD,1YD16CS018,7.75
1YD,1YD16CS019,5.92
1YD,1YD16CS020,8.67
1YD,1YD16CS021,7.17
1YD,1YD16CS022,8
1YD,1YD16CS023,4.25
1YD,1YD16CS024,8.17
1YD,1YD16CS025,5.92
1YD,1YD16CS026,5
1YD,1YD16CS027,4.08
